TargetID	Remove
cg00125148	1
cg00125858	1
cg00128171	1
cg00128430	1
cg00129524	1
cg00131121	1
cg00133223	1
cg00134041	1
cg00134340	1
cg00134695	1
cg00135121	1
cg00135841	1
cg00137611	1
cg00137629	1
cg00137745	1
cg00137846	1
cg00140494	1
cg00141295	1
cg00144039	1
cg00144832	1
cg00145419	1
cg00145596	1
cg00145866	1
cg00147332	1
cg00147751	1
cg00148558	1
cg00148867	1
cg00149805	1
cg00152034	1
cg00152644	1
cg00152757	1
cg00153942	1
cg00154920	1
cg00155844	1
cg00156057	1
cg00156684	1
cg00157477	1
cg00158227	1
cg00159780	1
cg00159873	1
cg00160018	1
cg00160462	1
cg00160777	1
cg00160853	1
cg00161367	1
cg00161450	1
cg00161515	1
cg00162191	1
cg00162943	1
cg00162952	1
cg00163668	1
cg00164217	1
cg00165067	1
cg00166770	1
cg00167275	1
cg00167783	1
cg00170799	1
cg00171192	1
cg00171214	1
cg00171578	1
cg00171634	1
cg00173170	1
cg00173768	1
cg00174201	1
cg00174967	1
cg00175423	1
cg00176896	1
cg00177611	1
cg00177631	1
cg00178224	1
cg00178785	1
cg00181676	1
cg00183340	1
cg00183546	1
cg00185189	1
cg00185829	1
cg00185909	1
cg00187768	1
cg00191858	1
cg00192750	1
cg00194109	1
cg00194341	1
cg00198436	1
cg00198680	1
cg00198759	1
cg00198994	1
cg00199759	1
cg00201534	1
cg00204049	1
cg00204355	1
cg00205198	1
cg00205340	1
cg00205436	1
cg00206271	1
cg00209563	1
cg00209831	1
cg00210839	1
cg00210991	1
cg00211623	1
cg00211855	1
cg00212264	1
cg00213044	1
cg00214873	1
cg00215922	1
cg00218215	1
cg00218628	1
cg00218707	1
cg00219774	1
cg00221830	1
cg00223899	1
cg00223952	1
cg00224234	1
cg00224417	1
cg00226085	1
cg00226956	1
cg00226961	1
cg00226964	1
cg00228355	1
cg00229755	1
cg00231099	1
cg00231300	1
cg00232675	1
cg00232805	1
cg00234467	1
cg00234855	1
cg00237026	1
cg00238038	1
cg00238958	1
cg00241427	1
cg00241482	1
cg00243321	1
cg00244034	1
cg00244299	1
cg00244920	1
cg00245492	1
cg00246693	1
cg00247803	1
cg00247892	1
cg00248449	1
cg00252057	1
cg00252230	1
cg00252529	1
cg00252533	1
cg00252696	1
cg00253854	1
cg00254524	1
cg00258136	1
cg00259043	1
cg00259871	1
cg00260028	1
cg00261099	1
cg00263314	1
cg00263856	1
cg00264298	1
cg00264634	1
cg00266579	1
cg00267512	1
cg00271807	1
cg00273544	1
cg00275090	1
cg00276214	1
cg00277098	1
cg00278107	1
cg00279557	1
cg00280814	1
cg00282267	1
cg00282370	1
cg00283030	1
cg00283771	1
cg00286160	1
cg00287717	1
cg00288652	1
cg00290627	1
cg00292851	1
cg00293678	1
cg00294152	1
cg00294558	1
cg00294814	1
cg00294848	1
cg00294852	1
cg00295060	1
cg00297334	1
cg00298639	1
cg00301256	1
cg00304959	1
cg00305320	1
cg00305639	1
cg00305878	1
cg00307501	1
cg00308434	1
cg00308458	1
cg00308697	1
cg00311921	1
cg00311963	1
cg00313185	1
cg00314015	1
cg00314178	1
cg00314276	1
cg00314627	1
cg00314966	1
cg00316015	1
cg00316520	1
cg00318111	1
cg00318897	1
cg00320345	1
cg00320845	1
cg00323962	1
cg00324257	1
cg00324394	1
cg00325910	1
cg00326208	1
cg00329180	1
cg00329656	1
cg00330318	1
cg00330490	1
cg00330857	1
cg00332021	1
cg00333364	1
cg00334293	1
cg00335297	1
cg00336555	1
cg00337070	1
cg00337553	1
cg00338377	1
cg00338758	1
cg00339739	1
cg00339778	1
cg00340584	1
cg00340744	1
cg00341415	1
cg00342613	1
cg00343349	1
cg00344709	1
cg00345366	1
cg00345656	1
cg00345916	1
cg00346180	1
cg00346320	1
cg00346673	1
cg00348692	1
cg00349495	1
cg00349700	1
cg00350362	1
cg00350607	1
cg00350642	1
cg00351054	1
cg00351097	1
cg00351202	1
cg00351283	1
cg00353337	1
cg00353643	1
cg00353916	1
cg00354124	1
cg00356769	1
cg00356888	1
cg00357543	1
cg00358442	1
cg00358570	1
cg00359110	1
cg00359421	1
cg00360757	1
cg00362401	1
cg00363815	1
cg00364644	1
cg00365004	1
cg00366531	1
cg00366594	1
cg00367497	1
cg00367649	1
cg00368844	1
cg00370296	1
cg00370815	1
cg00371570	1
cg00371950	1
cg00374016	1
cg00375999	1
cg00378007	1
cg00378142	1
cg00379272	1
cg00379337	1
cg00380428	1
cg00380846	1
cg00381054	1
cg00381604	1
cg00383190	1
cg00388637	1
cg00388732	1
cg00388905	1
cg00389785	1
cg00390191	1
cg00391025	1
cg00391352	1
cg00391884	1
cg00394725	1
cg00395140	1
cg00396991	1
cg00397059	1
cg00397113	1
cg00397545	1
cg00398265	1
cg00399107	1
cg00399683	1
cg00400085	1
cg00400654	1
cg00400827	1
cg00401234	1
cg00401678	1
cg00401773	1
cg00401844	1
cg00402069	1
cg00402551	1
cg00402737	1
cg00403874	1
cg00405494	1
cg00405596	1
cg00405769	1
cg00406621	1
cg00406844	1
cg00407452	1
cg00408021	1
cg00409201	1
cg00410323	1
cg00412067	1
cg00413370	1
cg00413849	1
cg00413870	1
cg00414689	1
cg00414890	1
cg00415702	1
cg00415822	1
cg00417710	1
cg00417719	1
cg00417819	1
cg00418479	1
cg00419314	1
cg00419509	1
cg00419822	1
cg00420847	1
cg00422995	1
cg00423014	1
cg00423291	1
cg00423700	1
cg00424740	1
cg00427669	1
cg00428214	1
cg00428487	1
cg00429618	1
cg00431924	1
cg00434295	1
cg00437102	1
cg00437173	1
cg00437192	1
cg00440263	1
cg00440702	1
cg00441703	1
cg00441754	1
cg00442458	1
cg00444151	1
cg00446413	1
cg00447068	1
cg00447557	1
cg00448143	1
cg00448235	1
cg00448891	1
cg00450960	1
cg00451807	1
cg00454650	1
cg00454696	1
cg00454993	1
cg00455018	1
cg00455164	1
cg00455514	1
cg00455883	1
cg00455892	1
cg00456637	1
cg00457495	1
cg00457596	1
cg00458156	1
cg00459243	1
cg00459447	1
cg00459550	1
cg00459845	1
cg00460690	1
cg00460763	1
cg00461506	1
cg00462104	1
cg00462488	1
cg00463949	1
cg00467160	1
cg00468410	1
cg00469630	1
cg00470565	1
cg00470882	1
cg00470972	1
cg00471110	1
cg00471810	1
cg00472454	1
cg00472640	1
cg00473025	1
cg00473179	1
cg00473702	1
cg00474039	1
cg00475112	1
cg00475182	1
cg00476432	1
cg00476896	1
cg00477538	1
cg00477557	1
cg00477817	1
cg00479718	1
cg00479885	1
cg00480643	1
cg00481415	1
cg00483718	1
cg00485391	1
cg00487226	1
cg00487526	1
cg00488283	1
cg00489902	1
cg00490097	1
cg00490606	1
cg00492092	1
cg00492784	1
cg00492794	1
cg00493300	1
cg00495570	1
cg00496389	1
cg00496791	1
cg00496805	1
cg00498419	1
cg00498438	1
cg00499509	1
cg00500229	1
cg00501886	1
cg00502035	1
cg00502041	1
cg00504088	1
cg00504248	1
cg00504896	1
cg00506056	1
cg00506859	1
cg00508604	1
cg00509108	1
cg00512425	1
cg00512622	1
cg00512709	1
cg00513220	1
cg00514202	1
cg00514284	1
cg00514514	1
cg00514746	1
cg00514971	1
cg00517407	1
cg00517535	1
cg00518152	1
cg00518770	1
cg00520188	1
cg00522288	1
cg00522328	1
cg00523240	1
cg00523901	1
cg00524577	1
cg00524978	1
cg00525044	1
cg00525833	1
cg00526576	1
cg00528040	1
cg00531054	1
cg00531965	1
cg00532477	1
cg00532659	1
cg00532667	1
cg00533934	1
cg00533990	1
cg00534858	1
cg00535994	1
cg00537607	1
cg00538495	1
cg00539325	1
cg00541002	1
cg00541156	1
cg00541500	1
cg00542384	1
cg00543456	1
cg00544070	1
cg00546078	1
cg00547312	1
cg00547318	1
cg00547444	1
cg00547839	1
cg00550040	1
cg00551244	1
cg00551387	1
cg00551589	1
cg00551654	1
cg00552973	1
cg00554192	1
cg00554640	1
cg00555036	1
cg00555695	1
cg00556570	1
cg00556614	1
cg00558297	1
cg00561736	1
cg00562898	1
cg00563768	1
cg00564862	1
cg00566515	1
cg00570207	1
cg00572146	1
cg00572487	1
cg00572756	1
cg00573140	1
cg00573410	1
cg00573963	1
cg00574114	1
cg00574513	1
cg00574919	1
cg00575135	1
cg00576139	1
cg00578775	1
cg00579921	1
cg00580354	1
cg00583618	1
cg00584456	1
cg00584549	1
cg00586014	1
cg00586248	1
cg00587180	1
cg00587228	1
cg00587465	1
cg00588853	1
cg00589791	1
cg00591225	1
cg00591228	1
cg00592460	1
cg00592870	1
cg00592944	1
cg00593414	1
cg00593446	1
cg00594016	1
cg00594488	1
cg00595610	1
cg00596207	1
cg00597112	1
cg00597602	1
cg00598125	1
cg00599377	1
cg00599809	1
cg00600362	1
cg00601819	1
cg00603487	1
cg00604188	1
cg00604382	1
cg00604771	1
cg00605545	1
cg00605988	1
cg00606739	1
cg00609291	1
cg00609645	1
cg00610583	1
cg00611372	1
cg00611901	1
cg00612714	1
cg00613562	1
cg00614280	1
cg00614314	1
cg00615794	1
cg00617867	1
cg00618596	1
cg00619292	1
cg00619915	1
cg00620304	1
cg00620824	1
cg00620857	1
cg00621559	1
cg00621666	1
cg00622133	1
cg00624440	1
cg00624879	1
cg00625161	1
cg00625450	1
cg00626068	1
cg00629088	1
cg00629514	1
cg00629928	1
cg00631203	1
cg00631287	1
cg00634606	1
cg00634984	1
cg00636172	1
cg00636416	1
cg00637047	1
cg00637795	1
cg00639579	1
cg00640147	1
cg00640609	1
cg00640775	1
cg00641177	1
cg00642330	1
cg00644797	1
cg00644922	1
cg00645010	1
cg00645731	1
cg00646019	1
cg00646244	1
cg00647004	1
cg00648005	1
cg00648125	1
cg00649199	1
cg00649216	1
cg00651446	1
cg00652158	1
cg00653565	1
cg00654159	1
cg00655656	1
cg00656264	1
cg00656826	1
cg00656931	1
cg00657202	1
cg00661438	1
cg00662258	1
cg00664021	1
cg00664666	1
cg00664920	1
cg00665029	1
cg00665343	1
cg00665832	1
cg00666623	1
cg00666640	1
cg00666641	1
cg00667110	1
cg00667898	1
cg00668426	1
cg00668927	1
cg00669212	1
cg00669746	1
cg00673008	1
cg00673081	1
cg00673109	1
cg00676394	1
cg00677180	1
cg00677195	1
cg00677708	1
cg00677901	1
cg00678322	1
cg00680808	1
cg00681566	1
cg00686169	1
cg00687812	1
cg00688323	1
cg00688460	1
cg00688734	1
cg00688850	1
cg00689214	1
cg00689360	1
cg00690710	1
cg00690903	1
cg00691830	1
cg00692100	1
cg00692484	1
cg00693837	1
cg00695633	1
cg00697413	1
cg00698646	1
cg00698982	1
cg00699238	1
cg00699831	1
cg00700466	1
cg00702369	1
cg00702489	1
cg00702835	1
cg00702837	1
cg00702877	1
cg00703849	1
cg00704176	1
cg00705156	1
cg00705255	1
cg00706683	1
cg00710209	1
cg00710269	1
cg00710456	1
cg00711386	1
cg00711542	1
cg00712711	1
cg00713055	1
cg00713204	1
cg00713813	1
cg00715913	1
cg00716025	1
cg00717180	1
cg00718539	1
cg00718581	1
cg00720119	1
cg00721080	1
cg00721703	1
cg00721947	1
cg00723379	1
cg00725145	1
cg00725426	1
cg00725654	1
cg00725722	1
cg00727386	1
cg00727556	1
cg00727940	1
cg00728300	1
cg00730100	1
cg00731201	1
cg00731874	1
cg00732098	1
cg00732232	1
cg00733315	1
cg00733705	1
cg00734311	1
cg00734979	1
cg00735023	1
cg00736530	1
cg00736819	1
cg00737250	1
cg00738113	1
cg00738299	1
cg00738849	1
cg00738945	1
cg00741351	1
cg00742898	1
cg00744187	1
cg00744351	1
cg00744920	1
cg00745184	1
cg00745463	1
cg00745606	1
cg00747739	1
cg00748958	1
cg00750806	1
cg00751857	1
cg00752047	1
cg00752077	1
cg00753692	1
cg00755130	1
cg00755505	1
cg00755729	1
cg00756362	1
cg00756448	1
cg00756450	1
cg00756860	1
cg00758816	1
cg00760290	1
cg00760490	1
cg00760536	1
cg00760812	1
cg00762450	1
cg00763136	1
cg00763244	1
cg00764514	1
cg00766985	1
cg00767637	1
cg00767679	1
cg00768815	1
cg00769240	1
cg00769810	1
cg00769882	1
cg00770134	1
cg00771483	1
cg00772775	1
cg00772962	1
cg00773093	1
cg00774458	1
cg00774769	1
cg00775388	1
cg00775777	1
cg00775781	1
cg00776237	1
cg00776252	1
cg00779304	1
cg00784791	1
cg00786256	1
cg00786390	1
cg00786635	1
cg00788028	1
cg00788688	1
cg00789394	1
cg00789423	1
cg00789540	1
cg00790649	1
cg00791422	1
cg00793285	1
cg00793992	1
cg00794178	1
cg00794209	1
cg00795247	1
cg00795885	1
cg00799387	1
cg00800759	1
cg00800997	1
cg00801577	1
cg00802168	1
cg00803004	1
cg00803478	1
cg00803910	1
cg00804237	1
cg00804338	1
cg00804745	1
cg00805496	1
cg00805874	1
cg00806126	1
cg00806959	1
cg00807342	1
cg00807495	1
cg00808053	1
cg00808352	1
cg00809453	1
cg00812839	1
cg00813765	1
cg00814476	1
cg00816224	1
cg00817749	1
cg00818198	1
cg00819949	1
cg00821510	1
cg00822353	1
cg00822571	1
cg00824547	1
cg00824714	1
cg00825031	1
cg00825131	1
cg00825503	1
cg00825705	1
cg00826626	1
cg00827196	1
cg00827596	1
cg00828059	1
cg00828468	1
cg00829645	1
cg00831633	1
cg00831698	1
cg00831770	1
cg00832199	1
cg00832547	1
cg00833344	1
cg00833479	1
cg00833552	1
cg00833822	1
cg00834234	1
cg00834590	1
cg00835232	1
cg00835389	1
cg00835526	1
cg00835832	1
cg00836097	1
cg00837548	1
cg00841141	1
cg00841768	1
cg00842794	1
cg00842874	1
cg00844277	1
cg00844600	1
cg00845901	1
cg00846218	1
cg00846300	1
cg00847250	1
cg00847301	1
cg00847544	1
cg00847826	1
cg00849862	1
cg00850683	1
cg00850868	1
cg00852317	1
cg00853237	1
cg00853242	1
cg00853671	1
cg00854043	1
cg00854560	1
cg00855014	1
cg00855461	1
cg00856850	1
cg00857419	1
cg00858196	1
cg00858760	1
cg00860380	1
cg00861214	1
cg00862041	1
cg00862117	1
cg00862675	1
cg00863099	1
cg00863654	1
cg00863986	1
cg00864400	1
cg00864563	1
cg00865118	1
cg00865653	1
cg00867694	1
cg00869530	1
cg00869962	1
cg00871578	1
cg00872900	1
cg00873974	1
cg00875852	1
cg00876142	1
cg00876196	1
cg00880918	1
cg00882175	1
cg00883210	1
cg00884068	1
cg00884081	1
cg00884170	1
cg00884445	1
cg00885005	1
cg00886432	1
cg00887602	1
cg00889287	1
cg00889778	1
cg00890874	1
cg00892060	1
cg00893045	1
cg00894142	1
cg00895354	1
cg00896220	1
cg00897863	1
cg00898157	1
cg00902636	1
cg00902674	1
cg00903245	1
cg00903375	1
cg00903950	1
cg00905420	1
cg00906169	1
cg00906794	1
cg00906838	1
cg00907473	1
cg00908381	1
cg00910103	1
cg00910676	1
cg00910715	1
cg00910893	1
cg00911351	1
cg00913521	1
cg00913945	1
cg00914354	1
cg00914659	1
cg00916680	1
cg00916831	1
cg00917101	1
cg00917362	1
cg00917603	1
cg00918005	1
cg00919576	1
cg00920691	1
cg00920789	1
cg00920799	1
cg00920990	1
cg00923458	1
cg00923803	1
cg00924144	1
cg00927939	1
cg00928002	1
cg00930306	1
cg00931375	1
cg00931491	1
cg00932413	1
cg00936904	1
cg00939495	1
cg00941203	1
cg00941419	1
cg00941588	1
cg00941912	1
cg00942997	1
cg00943060	1
cg00943360	1
cg00945107	1
cg00946921	1
cg00947801	1
cg00948906	1
cg00949249	1
cg00949554	1
cg00952292	1
cg00953233	1
cg00954931	1
cg00955035	1
cg00955780	1
cg00956244	1
cg00957686	1
cg00958273	1
cg00959334	1
cg00960209	1
cg00960580	1
cg00960790	1
cg00961139	1
cg00961446	1
cg00961450	1
cg00962466	1
cg00962799	1
cg00963079	1
cg00963850	1
cg00963942	1
cg00964321	1
cg00964484	1
cg00965971	1
cg00965991	1
cg00966920	1
cg00966930	1
cg00969731	1
cg00969815	1
cg00970279	1
cg00970558	1
cg00970737	1
cg00970926	1
cg00974107	1
cg00974523	1
cg00975163	1
cg00975375	1
cg00975587	1
cg00975746	1
cg00977301	1
cg00977827	1
cg00978912	1
cg00978946	1
cg00979288	1
cg00980674	1
cg00981552	1
cg00982214	1
cg00982683	1
cg00982805	1
cg00982936	1
cg00984715	1
cg00984967	1
cg00986824	1
cg00991447	1
cg00991496	1
cg00991546	1
cg00991958	1
cg00992264	1
cg00992521	1
cg00992711	1
cg00993952	1
cg00994389	1
cg00994491	1
cg00994644	1
cg00994941	1
cg00995085	1
cg00995689	1
cg00995804	1
cg00997174	1
cg00997234	1
cg00997262	1
cg00997801	1
cg00997875	1
cg00999638	1
cg00999858	1
cg01000036	1
cg01000657	1
cg01002288	1
cg01003176	1
cg01003813	1
cg01005425	1
cg01005630	1
cg01006124	1
cg01007147	1
cg01007262	1
cg01007350	1
cg01008097	1
cg01008310	1
cg01008361	1
cg01009486	1
cg01010221	1
cg01010988	1
cg01011482	1
cg01011707	1
cg01011943	1
cg01012559	1
cg01013595	1
cg01013685	1
cg01014087	1
cg01015359	1
cg01016850	1
cg01017235	1
cg01017464	1
cg01018117	1
cg01018606	1
cg01018782	1
cg01019344	1
cg01023169	1
cg01023403	1
cg01023693	1
cg01024175	1
cg01024783	1
cg01026613	1
cg01028844	1
cg01029331	1
cg01029934	1
cg01030201	1
cg01031907	1
cg01033822	1
cg01034363	1
cg01035072	1
cg01035170	1
cg01035190	1
cg01035563	1
cg01035640	1
cg01035826	1
cg01036828	1
cg01038172	1
cg01038940	1
cg01041681	1
cg01042278	1
cg01042640	1
cg01042877	1
cg01043849	1
cg01046377	1
cg01046833	1
cg01046961	1
cg01047040	1
cg01049316	1
cg01049933	1
cg01050005	1
cg01050740	1
cg01050935	1
cg01052200	1
cg01052294	1
cg01052572	1
cg01052838	1
cg01052864	1
cg01053349	1
cg01055129	1
cg01058711	1
cg01059331	1
cg01060089	1
cg01060387	1
cg01061164	1
cg01061626	1
cg01063088	1
cg01065156	1
cg01065748	1
cg01067139	1
cg01068023	1
cg01069210	1
cg01070223	1
cg01070250	1
cg01070781	1
cg01071112	1
cg01072529	1
cg01074622	1
cg01076254	1
cg01076454	1
cg01077024	1
cg01077616	1
cg01077623	1
cg01079019	1
cg01079307	1
cg01079950	1
cg01080483	1
cg01082910	1
cg01083469	1
cg01084918	1
cg01085129	1
cg01085765	1
cg01085974	1
cg01087991	1
cg01088239	1
cg01088455	1
cg01088726	1
cg01088863	1
cg01088952	1
cg01089751	1
cg01092531	1
cg01093800	1
cg01094121	1
cg01094213	1
cg01097011	1
cg01097196	1
cg01097725	1
cg01098234	1
cg01098431	1
cg01099299	1
cg01099902	1
cg01101177	1
cg01104119	1
cg01105140	1
cg01105557	1
cg01105802	1
cg01109633	1
cg01110103	1
cg01113832	1
cg01114156	1
cg01115099	1
cg01116134	1
cg01119453	1
cg01120527	1
cg01121060	1
cg01121978	1
cg01122057	1
cg01122415	1
cg01124810	1
cg01125329	1
cg01125563	1
cg01128295	1
cg01129155	1
cg01130322	1
cg01130658	1
cg01131625	1
cg01131917	1
cg01132160	1
cg01133413	1
cg01133726	1
cg01134260	1
cg01134358	1
cg01135538	1
cg01135961	1
cg01136471	1
cg01136922	1
cg01137421	1
cg01137672	1
cg01137907	1
cg01139541	1
cg01142328	1
cg01144275	1
cg01145284	1
cg01145572	1
cg01145928	1
cg01145948	1
cg01146205	1
cg01146870	1
cg01147487	1
cg01148014	1
cg01149132	1
cg01151642	1
cg01152168	1
cg01153186	1
cg01154525	1
cg01154658	1
cg01154903	1
cg01154985	1
cg01155497	1
cg01156081	1
cg01156948	1
cg01157559	1
cg01157952	1
cg01158257	1
cg01158679	1
cg01158934	1
cg01160125	1
cg01161629	1
cg01161842	1
cg01162425	1
cg01162549	1
cg01162610	1
cg01164972	1
cg01165203	1
cg01165426	1
cg01165442	1
cg01165560	1
cg01165752	1
cg01166159	1
cg01166299	1
cg01166759	1
cg01167408	1
cg01167628	1
cg01169521	1
cg01170069	1
cg01170114	1
cg01171339	1
cg01171368	1
cg01172785	1
cg01174269	1
cg01174327	1
cg01174428	1
cg01174674	1
cg01175497	1
cg01175736	1
cg01176782	1
cg01177846	1
cg01178659	1
cg01179769	1
cg01180268	1
cg01181233	1
cg01181863	1
cg01183965	1
cg01185087	1
cg01185138	1
cg01185825	1
cg01188284	1
cg01189984	1
cg01191832	1
cg01193526	1
cg01193822	1
cg01194336	1
cg01196268	1
cg01196996	1
cg01198208	1
cg01198359	1
cg01199443	1
cg01199647	1
cg01200051	1
cg01200086	1
cg01200482	1
cg01200893	1
cg01201054	1
cg01201744	1
cg01203563	1
cg01204985	1
cg01205338	1
cg01206398	1
cg01206697	1
cg01206872	1
cg01207678	1
cg01208557	1
cg01212215	1
cg01213331	1
cg01213342	1
cg01214224	1
cg01215695	1
cg01216679	1
cg01217475	1
cg01217720	1
cg01218414	1
cg01219451	1
cg01221711	1
cg01221716	1
cg01222594	1
cg01224510	1
cg01224922	1
cg01227445	1
cg01227815	1
cg01228134	1
cg01228510	1
cg01230067	1
cg01230154	1
cg01230491	1
cg01230784	1
cg01230988	1
cg01231757	1
cg01232206	1
cg01235479	1
cg01237333	1
cg01238264	1
cg01239389	1
cg01240161	1
cg01242426	1
cg01242451	1
cg01243789	1
cg01244128	1
cg01244571	1
cg01245656	1
cg01245776	1
cg01246390	1
cg01249072	1
cg01249316	1
cg01249653	1
cg01251118	1
cg01251255	1
cg01251290	1
cg01251444	1
cg01251854	1
cg01256320	1
cg01256999	1
cg01257667	1
cg01260085	1
cg01260170	1
cg01260435	1
cg01260688	1
cg01260810	1
cg01263165	1
cg01263999	1
cg01266264	1
cg01269044	1
cg01270221	1
cg01270228	1
cg01271049	1
cg01271835	1
cg01272937	1
cg01273344	1
cg01273613	1
cg01276201	1
cg01276327	1
cg01277177	1
cg01278720	1
cg01279662	1
cg01282078	1
cg01282508	1
cg01282959	1
cg01283202	1
cg01283712	1
cg01285717	1
cg01285756	1
cg01286555	1
cg01287904	1
cg01288748	1
cg01288993	1
cg01289561	1
cg01290869	1
cg01291201	1
cg01291875	1
cg01296755	1
cg01296971	1
cg01297500	1
cg01298284	1
cg01299388	1
cg01299854	1
cg01299945	1
cg01300682	1
cg01301323	1
cg01301560	1
cg01302101	1
cg01302331	1
cg01305174	1
cg01305849	1
cg01306410	1
cg01306806	1
cg01307555	1
cg01308549	1
cg01310750	1
cg01310884	1
cg01311341	1
cg01313422	1
cg01313965	1
cg01314810	1
cg01315112	1
cg01316535	1
cg01319583	1
cg01319959	1
cg01320648	1
cg01321873	1
cg01322400	1
cg01323517	1
cg01323766	1
cg01324264	1
cg01324349	1
cg01324437	1
cg01325116	1
cg01325188	1
cg01327202	1
cg01327333	1
cg01328949	1
cg01329179	1
cg01329495	1
cg01329509	1
cg01330679	1
cg01331064	1
cg01331780	1
cg01333028	1
cg01333884	1
cg01334783	1
cg01335566	1
cg01337795	1
cg01338347	1
cg01338834	1
cg01339008	1
cg01339484	1
cg01340964	1
cg01341969	1
cg01342858	1
cg01342968	1
cg01344056	1
cg01344787	1
cg01345365	1
cg01348424	1
cg01348442	1
cg01351278	1
cg01351295	1
cg01356611	1
cg01356981	1
cg01357003	1
cg01357334	1
cg01358029	1
cg01358406	1
cg01358966	1
cg01359534	1
cg01360457	1
cg01360773	1
cg01362776	1
cg01363569	1
cg01364483	1
cg01364674	1
cg01365049	1
cg01367498	1
cg01367719	1
cg01368157	1
cg01368488	1
cg01369511	1
cg01370111	1
cg01370599	1
cg01372083	1
cg01372533	1
cg01373319	1
cg01373687	1
cg01375522	1
cg01375801	1
cg01375871	1
cg01377503	1
cg01378151	1
cg01378677	1
cg01378826	1
cg01379290	1
cg01379680	1
cg01380594	1
cg01383581	1
cg01383934	1
cg01385253	1
cg01385850	1
cg01385862	1
cg01386282	1
cg01386294	1
cg01389383	1
cg01389942	1
cg01390728	1
cg01391280	1
cg01391297	1
cg01393115	1
cg01395041	1
cg01395667	1
cg01396102	1
cg01396275	1
cg01396832	1
cg01396998	1
cg01397001	1
cg01400830	1
cg01401337	1
cg01401762	1
cg01402781	1
cg01402948	1
cg01403309	1
cg01403906	1
cg01405367	1
cg01405404	1
cg01406061	1
cg01406075	1
cg01406317	1
cg01406647	1
cg01406836	1
cg01406864	1
cg01407345	1
cg01408260	1
cg01408682	1
cg01408860	1
cg01408871	1
cg01409554	1
cg01409995	1
cg01410479	1
cg01412379	1
cg01412856	1
cg01413005	1
cg01413240	1
cg01413368	1
cg01413671	1
cg01415456	1
cg01416563	1
cg01418896	1
cg01421726	1
cg01425604	1
cg01425807	1
cg01426208	1
cg01428568	1
cg01429032	1
cg01429471	1
cg01430103	1
cg01430372	1
cg01431318	1
cg01432878	1
cg01433225	1
cg01435137	1
cg01435401	1
cg01435641	1
cg01435678	1
cg01436128	1
cg01436634	1
cg01436914	1
cg01437450	1
cg01438291	1
cg01439199	1
cg01439601	1
cg01440665	1
cg01442696	1
cg01442959	1
cg01443020	1
cg01443166	1
cg01443718	1
cg01444579	1
cg01444712	1
cg01446093	1
cg01446100	1
cg01447429	1
cg01447674	1
cg01449444	1
cg01450965	1
cg01454237	1
